type,short_code,date,value,amount
mutual fund,ONE-VIETNAM-RA,2020-08-27,6.7183,403571812.49
mutual fund,ONE-VIETNAM-RA,2020-08-28,6.7603,411610020.35
mutual fund,ONE-VIETNAM-RA,2020-08-31,6.7742,412064180.31
mutual fund,ONE-VIETNAM-RA,2020-09-01,6.8214,414523184.62
mutual fund,ONE-VIETNAM-RA,2020-09-02,6.8312,415606482.78
mutual fund,ONE-VIETNAM-RA,2020-09-03,6.9158,420758370.15
mutual fund,ONE-VIETNAM-RA,2020-09-08,6.834,421890966.93
mutual fund,ONE-VIETNAM-RA,2020-09-09,6.8158,431756710.13
mutual fund,ONE-VIETNAM-RA,2020-09-10,6.8192,431969088.71
mutual fund,ONE-VIETNAM-RA,2020-09-11,6.8135,431490265.63
mutual fund,ONE-VIETNAM-RA,2020-09-14,6.8457,433421946.72
mutual fund,ONE-VIETNAM-RA,2020-09-15,6.8543,434264934.07
mutual fund,ONE-VIETNAM-RA,2020-09-16,6.8698,435245345.82
mutual fund,ONE-VIETNAM-RA,2020-09-17,6.8521,434161197.68
mutual fund,ONE-VIETNAM-RA,2020-09-18,6.8836,436186990.81
mutual fund,ONE-VIETNAM-RA,2020-09-21,6.9595,440997183.63
mutual fund,ONE-VIETNAM-RA,2020-09-22,6.9572,440840357.84
mutual fund,ONE-VIETNAM-RA,2020-09-23,7.0126,444391022.36
mutual fund,ONE-VIETNAM-RA,2020-09-24,6.9869,442404037.43
mutual fund,ONE-VIETNAM-RA,2020-09-25,6.9747,441725623.09
mutual fund,ONE-VIETNAM-RA,2020-09-28,7.015,446323935.82
mutual fund,ONE-VIETNAM-RA,2020-09-29,6.9833,449378452.98
mutual fund,ONE-VIETNAM-RA,2020-10-02,7.0126,459470126.19
mutual fund,ONE-VIETNAM-RA,2020-10-05,7.0383,461153210.03
mutual fund,ONE-VIETNAM-RA,2020-10-06,7.0792,463658536.47
mutual fund,ONE-VIETNAM-RA,2020-10-07,7.1225,467796203.57
mutual fund,ONE-VIETNAM-RA,2020-10-08,7.1296,449190490.63
mutual fund,ONE-VIETNAM-RA,2020-10-09,7.1741,455001195.22
mutual fund,ONE-VIETNAM-RA,2020-10-12,7.1914,455307455.74
mutual fund,ONE-VIETNAM-RA,2020-10-14,7.3158,463184714.51
mutual fund,ONE-VIETNAM-RA,2020-10-15,7.3684,460884797.73
mutual fund,ONE-VIETNAM-RA,2020-10-16,7.3599,460494378.03
mutual fund,ONE-VIETNAM-RA,2020-10-19,7.3762,461603743.19
mutual fund,ONE-VIETNAM-RA,2020-10-20,7.3972,462446231.07
mutual fund,ONE-VIETNAM-RA,2020-10-21,7.3786,454419362.35
mutual fund,ONE-VIETNAM-RA,2020-10-22,7.4468,459016525.31
mutual fund,ONE-VIETNAM-RA,2020-10-26,7.5527,467107278.34
mutual fund,ONE-VIETNAM-RA,2020-10-27,7.4751,462307831.25
mutual fund,ONE-VIETNAM-RA,2020-10-28,7.2868,450967393.14
mutual fund,ONE-VIETNAM-RA,2020-10-29,7.2438,458947842.74
mutual fund,ONE-VIETNAM-RA,2020-10-30,7.2737,461314376.5
mutual fund,ONE-VIETNAM-RA,2020-11-02,7.3256,464683297.09
mutual fund,ONE-VIETNAM-RA,2020-11-03,7.328,465012497.93
mutual fund,ONE-VIETNAM-RA,2020-11-04,7.3695,467789938.57
mutual fund,ONE-VIETNAM-RA,2020-11-05,7.3669,467801703.68
mutual fund,ONE-VIETNAM-RA,2020-11-06,7.3461,466852994.24
mutual fund,ONE-VIETNAM-RA,2020-11-09,7.4554,471054838.52
mutual fund,ONE-VIETNAM-RA,2020-11-10,7.478,463955121.55
mutual fund,ONE-VIETNAM-RA,2020-11-11,7.4646,464218782.1
mutual fund,ONE-VIETNAM-RA,2020-11-12,7.5009,466476129.12
mutual fund,ONE-VIETNAM-RA,2020-11-13,7.5361,468324556.12
mutual fund,ONE-VIETNAM-RA,2020-11-16,7.4442,462797510.5
mutual fund,ONE-VIETNAM-RA,2020-11-17,7.5365,469240787.31
mutual fund,ONE-VIETNAM-RA,2020-11-18,7.5869,473802761.8
mutual fund,ONE-VIETNAM-RA,2020-11-19,7.6569,478988554.55
mutual fund,ONE-VIETNAM-RA,2020-11-20,7.7002,484196114.3
mutual fund,ONE-VIETNAM-RA,2020-11-23,7.7711,488904079.08
mutual fund,ONE-VIETNAM-RA,2020-11-24,7.7999,490856963.15
mutual fund,ONE-VIETNAM-RA,2020-11-25,7.7967,510044512.79
mutual fund,ONE-VIETNAM-RA,2020-11-26,7.8004,518110467.5
mutual fund,ONE-VIETNAM-RA,2020-11-27,7.8324,520236208.82
mutual fund,ONE-VIETNAM-RA,2020-11-30,7.7878,519615204.33
mutual fund,ONE-VIETNAM-RA,2020-12-01,7.8279,527471195.51
mutual fund,ONE-VIETNAM-RA,2020-12-02,7.8582,538897984.38
mutual fund,ONE-VIETNAM-RA,2020-12-03,7.9145,543292500.01
mutual fund,ONE-VIETNAM-RA,2020-12-04,7.9156,545422303.99
mutual fund,ONE-VIETNAM-RA,2020-12-08,7.9788,551095700.79
mutual fund,ONE-VIETNAM-RA,2020-12-09,8.0575,556441850.03
mutual fund,ONE-VIETNAM-RA,2020-12-14,8.2198,567991486.67
mutual fund,ONE-VIETNAM-RA,2020-12-15,8.172,564981624.82
mutual fund,ONE-VIETNAM-RA,2020-12-16,8.2197,574839314.19
mutual fund,ONE-VIETNAM-RA,2020-12-17,8.1237,587196856.87
mutual fund,ONE-VIETNAM-RA,2020-12-18,8.1986,637051764.86
mutual fund,ONE-VIETNAM-RA,2020-12-21,8.2781,646067540.86
mutual fund,ONE-VIETNAM-RA,2020-12-22,8.3047,649623043.04
mutual fund,ONE-VIETNAM-RA,2020-12-23,8.3052,656354471.64
mutual fund,ONE-VIETNAM-RA,2020-12-24,8.2995,658428179.03
mutual fund,ONE-VIETNAM-RA,2020-12-25,8.2435,653989393.18
mutual fund,ONE-VIETNAM-RA,2020-12-28,8.3795,664771846.82
mutual fund,ONE-VIETNAM-RA,2020-12-29,8.4523,675669925.09
mutual fund,ONE-VIETNAM-RA,2020-12-30,8.4482,666275925.47
mutual fund,ONE-VIETNAM-RA,2021-01-04,8.6295,674512648.78
mutual fund,ONE-VIETNAM-RA,2021-01-05,8.7536,686461264.78
mutual fund,ONE-VIETNAM-RA,2021-01-06,8.7706,692472494.29
mutual fund,ONE-VIETNAM-RA,2021-01-07,8.9077,695911284.65
mutual fund,ONE-VIETNAM-RA,2021-01-08,9.0225,696830364.4
mutual fund,ONE-VIETNAM-RA,2021-01-11,9.1861,708559740.27
mutual fund,ONE-VIETNAM-RA,2021-01-12,9.2898,718814240.99
mutual fund,ONE-VIETNAM-RA,2021-01-13,9.2423,706230741.64
mutual fund,ONE-VIETNAM-RA,2021-01-14,9.2127,690214265.79
mutual fund,ONE-VIETNAM-RA,2021-01-15,9.2653,694771559.19
mutual fund,ONE-VIETNAM-RA,2021-01-18,9.276,695349929.18
mutual fund,ONE-VIETNAM-RA,2021-01-19,8.9255,669078261.73
mutual fund,ONE-VIETNAM-RA,2021-01-20,8.8922,717249145.49
mutual fund,ONE-VIETNAM-RA,2021-01-21,9.0576,745498856.7
mutual fund,ONE-VIETNAM-RA,2021-01-22,9.107,752154780.39
mutual fund,ONE-VIETNAM-RA,2021-01-25,9.1608,764473080.85
mutual fund,ONE-VIETNAM-RA,2021-01-26,9.0059,763392677.47
mutual fund,ONE-VIETNAM-RA,2021-01-27,8.7174,763002187.79
mutual fund,ONE-VIETNAM-RA,2021-01-28,8.1481,741659340.97
mutual fund,ONE-VIETNAM-RA,2021-01-29,8.2934,810541598.61
mutual fund,ONE-VIETNAM-RA,2021-02-01,8.2063,803757726.74
mutual fund,ONE-VIETNAM-RA,2021-02-02,8.474,846802845.33
mutual fund,ONE-VIETNAM-RA,2021-02-03,8.6737,855430136.26
mutual fund,ONE-VIETNAM-RA,2021-02-04,8.7886,829004477.03
mutual fund,ONE-VIETNAM-RA,2021-02-05,8.8803,846884509.07
mutual fund,ONE-VIETNAM-RA,2021-02-08,8.6646,768131734.68
mutual fund,ONE-VIETNAM-RA,2021-02-09,8.8928,796324077.83
mutual fund,ONE-VIETNAM-RA,2021-02-11,8.8957,784253104.22
mutual fund,ONE-VIETNAM-RA,2021-02-15,8.8989,784534090.67
mutual fund,ONE-VIETNAM-RA,2021-02-16,8.8977,784427842.31
mutual fund,ONE-VIETNAM-RA,2021-02-18,9.3239,824608312.1
mutual fund,ONE-VIETNAM-RA,2021-02-19,9.2819,805497569.53
mutual fund,ONE-VIETNAM-RA,2021-02-22,9.3008,801869566.28
mutual fund,ONE-VIETNAM-RA,2021-02-23,9.2772,799524901.66
mutual fund,ONE-VIETNAM-RA,2021-02-24,9.1833,790035529.58
mutual fund,ONE-VIETNAM-RA,2021-02-25,9.2064,788020384.05
mutual fund,ONE-VIETNAM-RA,2021-03-01,9.3384,804554240.25
mutual fund,ONE-VIETNAM-RA,2021-03-02,9.3687,801775052.17
mutual fund,ONE-VIETNAM-RA,2021-03-03,9.3591,799690292.36
mutual fund,ONE-VIETNAM-RA,2021-03-04,9.2446,773671921.73
mutual fund,ONE-VIETNAM-RA,2021-03-05,9.2138,760913881.2
mutual fund,ONE-VIETNAM-RA,2021-03-08,9.2079,758510298.71
mutual fund,ONE-VIETNAM-RA,2021-03-09,9.1502,0.0
mutual fund,ONE-VIETNAM-RA,2021-03-10,9.1662,731564752.01
mutual fund,ONE-VIETNAM-RA,2021-03-11,9.2524,738120824.75
mutual fund,ONE-VIETNAM-RA,2021-03-12,9.2657,740502561.73
mutual fund,ONE-VIETNAM-RA,2021-03-15,9.2738,741787529.43
mutual fund,ONE-VIETNAM-RA,2021-03-16,9.2572,740057635.99
mutual fund,ONE-VIETNAM-RA,2021-03-17,9.2663,751867527.52
mutual fund,ONE-VIETNAM-RA,2021-03-18,9.3604,766338216.34
mutual fund,ONE-VIETNAM-RA,2021-03-19,9.302,761937043.33
mutual fund,ONE-VIETNAM-RA,2021-03-22,9.3178,763361779.88
mutual fund,ONE-VIETNAM-RA,2021-03-23,9.2433,750589257.75
mutual fund,ONE-VIETNAM-RA,2021-03-24,9.1034,735751134.88
mutual fund,ONE-VIETNAM-RA,2021-03-25,9.06,744807754.71
mutual fund,ONE-VIETNAM-RA,2021-03-26,9.0591,745583518.49
mutual fund,ONE-VIETNAM-RA,2021-03-29,9.1193,752633441.05
mutual fund,ONE-VIETNAM-RA,2021-03-30,9.1946,759801113.49
mutual fund,ONE-VIETNAM-RA,2021-03-31,9.2528,766035386.17
mutual fund,ONE-VIETNAM-RA,2021-04-05,9.4922,805124189.93
mutual fund,ONE-VIETNAM-RA,2021-04-07,9.6164,815662111.0
mutual fund,ONE-VIETNAM-RA,2021-04-08,9.5954,800863642.16
mutual fund,ONE-VIETNAM-RA,2021-04-09,9.5687,795237236.28
mutual fund,ONE-VIETNAM-RA,2021-04-12,9.7482,807491890.4
mutual fund,ONE-VIETNAM-RA,2021-04-16,9.7581,809448816.66
mutual fund,ONE-VIETNAM-RA,2021-04-19,9.9181,812295809.11
mutual fund,ONE-VIETNAM-RA,2021-04-20,10.0012,832045728.78
mutual fund,ONE-VIETNAM-RA,2021-04-21,10.0183,810414850.83
mutual fund,ONE-VIETNAM-RA,2021-04-22,9.7542,789055298.44
mutual fund,ONE-VIETNAM-RA,2021-04-23,9.8333,756705511.71
mutual fund,ONE-VIETNAM-RA,2021-04-26,9.6627,741362173.01
mutual fund,ONE-VIETNAM-RA,2021-04-27,9.6801,745762927.45
mutual fund,ONE-VIETNAM-RA,2021-04-28,9.7015,753473408.27
mutual fund,ONE-VIETNAM-RA,2021-04-29,9.7441,757813666.19
mutual fund,ONE-VIETNAM-RA,2021-04-30,9.7479,759193648.09
mutual fund,ONE-VIETNAM-RA,2021-05-05,9.8184,764682793.88
mutual fund,ONE-VIETNAM-RA,2021-05-06,9.8195,767072124.54
mutual fund,ONE-VIETNAM-RA,2021-05-07,9.7707,761673851.19
mutual fund,ONE-VIETNAM-RA,2021-05-10,9.9114,766605874.19
mutual fund,ONE-VIETNAM-RA,2021-05-11,9.8753,761114317.11
mutual fund,ONE-VIETNAM-RA,2021-05-13,9.9308,765819436.39
mutual fund,ONE-VIETNAM-RA,2021-05-14,9.9742,769165615.8
mutual fund,ONE-VIETNAM-RA,2021-05-17,9.9372,755339209.92
mutual fund,ONE-VIETNAM-RA,2021-05-19,9.9643,758537865.88
mutual fund,ONE-VIETNAM-RA,2021-05-20,10.1802,774975623.76
mutual fund,ONE-VIETNAM-RA,2021-05-21,10.1791,776372500.37
mutual fund,ONE-VIETNAM-RA,2021-05-24,10.2373,781457769.54
mutual fund,ONE-VIETNAM-RA,2021-05-25,10.3607,733157483.41
mutual fund,ONE-VIETNAM-RA,2021-05-27,10.2974,728132513.1
mutual fund,ONE-VIETNAM-RA,2021-05-28,10.3476,731791107.51
mutual fund,ONE-VIETNAM-RA,2021-05-31,10.3872,730038738.45
mutual fund,ONE-VIETNAM-RA,2021-06-01,10.4753,736235185.09
mutual fund,ONE-VIETNAM-RA,2021-06-02,10.4656,718063817.66
mutual fund,ONE-VIETNAM-RA,2021-06-04,10.6018,720142651.85
mutual fund,ONE-VIETNAM-RA,2021-06-07,10.5716,693036189.41
mutual fund,ONE-VIETNAM-RA,2021-06-08,10.3951,681598155.24
mutual fund,ONE-VIETNAM-RA,2021-06-10,10.385,655682313.16
mutual fund,ONE-VIETNAM-RA,2021-06-14,10.6168,661703989.66
mutual fund,ONE-VIETNAM-RA,2021-06-15,10.7252,668459794.89
mutual fund,ONE-VIETNAM-RA,2021-06-16,10.6565,666182076.51
mutual fund,ONE-VIETNAM-RA,2021-06-17,10.6716,662408587.63
mutual fund,ONE-VIETNAM-RA,2021-06-18,10.7807,668926512.85
mutual fund,ONE-VIETNAM-RA,2021-06-21,10.8129,656111311.51
mutual fund,ONE-VIETNAM-RA,2021-06-22,10.8484,644198453.54
mutual fund,ONE-VIETNAM-RA,2021-06-23,10.8272,640229939.57
mutual fund,ONE-VIETNAM-RA,2021-06-24,10.8146,638170934.44
mutual fund,ONE-VIETNAM-RA,2021-06-25,10.8479,638407515.38
mutual fund,ONE-VIETNAM-RA,2021-06-28,10.9778,646577126.99
mutual fund,ONE-VIETNAM-RA,2021-06-29,11.0766,652807795.58
mutual fund,ONE-VIETNAM-RA,2021-07-01,11.1033,625874022.68
mutual fund,ONE-VIETNAM-RA,2021-07-02,11.2045,631576747.2
mutual fund,ONE-VIETNAM-RA,2021-07-05,11.117,634428943.43
mutual fund,ONE-VIETNAM-RA,2021-07-06,10.7818,615301578.01
mutual fund,ONE-VIETNAM-RA,2021-07-07,10.9509,624679796.15
mutual fund,ONE-VIETNAM-RA,2021-07-08,10.9147,619346089.96
mutual fund,ONE-VIETNAM-RA,2021-07-09,10.7448,604841287.74
mutual fund,ONE-VIETNAM-RA,2021-07-12,10.4946,582441598.7
mutual fund,ONE-VIETNAM-RA,2021-07-13,10.4217,631890807.35
mutual fund,ONE-VIETNAM-RA,2021-07-14,10.3923,638520604.36
mutual fund,ONE-VIETNAM-RA,2021-07-15,10.443,643032306.65
mutual fund,ONE-VIETNAM-RA,2021-07-16,10.5137,647200176.47
mutual fund,ONE-VIETNAM-RA,2021-07-19,10.1758,631032768.46
mutual fund,ONE-VIETNAM-RA,2021-07-20,10.3338,648749942.21
mutual fund,ONE-VIETNAM-RA,2021-07-21,10.4225,654315970.07
mutual fund,ONE-VIETNAM-RA,2021-07-22,10.5615,660490321.09
mutual fund,ONE-VIETNAM-RA,2021-07-23,10.4296,659092256.73
mutual fund,ONE-VIETNAM-RA,2021-07-27,10.5554,669794174.06
mutual fund,ONE-VIETNAM-RA,2021-07-29,10.646,675665382.07
mutual fund,ONE-VIETNAM-RA,2021-07-30,10.7688,684132969.11
mutual fund,ONE-VIETNAM-RA,2021-08-02,10.8325,679248766.76
mutual fund,ONE-VIETNAM-RA,2021-08-03,10.9775,682356071.4
mutual fund,ONE-VIETNAM-RA,2021-08-04,11.0053,678623287.68
mutual fund,ONE-VIETNAM-RA,2021-08-05,11.0867,684401901.3
mutual fund,ONE-VIETNAM-RA,2021-08-09,11.274,686373211.21
mutual fund,ONE-VIETNAM-RA,2021-08-10,11.3448,690683686.15
mutual fund,ONE-VIETNAM-RA,2021-08-11,11.2981,671843182.2
mutual fund,ONE-VIETNAM-RA,2021-08-13,11.2769,667155478.41
mutual fund,ONE-VIETNAM-RA,2021-08-16,11.359,672534909.97
mutual fund,ONE-VIETNAM-RA,2021-08-17,11.3035,666872914.48
mutual fund,ONE-VIETNAM-RA,2021-08-18,11.3101,660474334.73
mutual fund,ONE-VIETNAM-RA,2021-08-19,11.4395,661036118.73
mutual fund,ONE-VIETNAM-RA,2021-08-20,11.1713,636672906.95
mutual fund,ONE-VIETNAM-RA,2021-08-23,10.9282,632359276.0
mutual fund,ONE-VIETNAM-RA,2021-08-24,10.8151,608692316.95
mutual fund,ONE-VIETNAM-RA,2021-08-25,10.8477,628803259.77
mutual fund,ONE-VIETNAM-RA,2021-08-26,10.8442,648307918.03
mutual fund,ONE-VIETNAM-RA,2021-08-27,10.897,652252714.15
mutual fund,ONE-VIETNAM-RA,2021-08-30,10.9481,681638225.1
mutual fund,ONE-VIETNAM-RA,2021-08-31,10.9831,679291907.59
mutual fund,ONE-VIETNAM-RA,2021-09-01,11.0026,684631361.14
mutual fund,ONE-VIETNAM-RA,2021-09-02,11.0209,691924194.81
mutual fund,ONE-VIETNAM-RA,2021-09-03,11.0363,692890018.13
mutual fund,ONE-VIETNAM-RA,2021-09-06,11.106,697265713.88
mutual fund,ONE-VIETNAM-RA,2021-09-07,11.128,698644409.11
mutual fund,ONE-VIETNAM-RA,2021-09-08,11.0879,702571029.07
mutual fund,ONE-VIETNAM-RA,2021-09-09,11.1196,729116204.98
mutual fund,ONE-VIETNAM-RA,2021-09-10,11.1515,729621324.79
mutual fund,ONE-VIETNAM-RA,2021-09-13,11.1634,728459355.63
mutual fund,ONE-VIETNAM-RA,2021-09-14,11.1525,720125282.22
mutual fund,ONE-VIETNAM-RA,2021-09-15,11.2513,719732124.61
mutual fund,ONE-VIETNAM-RA,2021-09-16,11.2854,723036006.69
mutual fund,ONE-VIETNAM-RA,2021-09-17,11.3301,737260732.03
mutual fund,ONE-VIETNAM-RA,2021-09-20,11.2944,735671217.11
mutual fund,ONE-VIETNAM-RA,2021-09-22,11.2626,725807996.48
mutual fund,ONE-VIETNAM-RA,2021-09-23,11.3161,729249904.72
mutual fund,ONE-VIETNAM-RA,2021-09-27,11.157,722443730.51
mutual fund,ONE-VIETNAM-RA,2021-09-28,11.257,732244612.47
mutual fund,ONE-VIETNAM-RA,2021-09-29,11.339,743961249.0
mutual fund,ONE-VIETNAM-RA,2021-10-01,11.3241,755242268.41
mutual fund,ONE-VIETNAM-RA,2021-10-04,11.3584,757533009.66
mutual fund,ONE-VIETNAM-RA,2021-10-05,11.445,761695987.95
mutual fund,ONE-VIETNAM-RA,2021-10-06,11.5276,767075368.27
mutual fund,ONE-VIETNAM-RA,2021-10-07,11.5335,765766297.47
mutual fund,ONE-VIETNAM-RA,2021-10-08,11.6223,798870643.19
mutual fund,ONE-VIETNAM-RA,2021-10-11,11.763,791767581.79
mutual fund,ONE-VIETNAM-RA,2021-10-12,11.7289,789476511.09
mutual fund,ONE-VIETNAM-RA,2021-10-15,11.6646,791471985.71
mutual fund,ONE-VIETNAM-RA,2021-10-18,11.7063,793577399.01
mutual fund,ONE-VIETNAM-RA,2021-10-19,11.6523,785356085.05
mutual fund,ONE-VIETNAM-RA,2021-10-20,11.6657,783605232.08
mutual fund,ONE-VIETNAM-RA,2021-10-21,11.577,777728361.55
mutual fund,ONE-VIETNAM-RA,2021-10-25,11.4953,769227778.43
mutual fund,ONE-VIETNAM-RA,2021-10-26,11.5425,771183028.49
mutual fund,ONE-VIETNAM-RA,2021-10-27,11.8126,792158002.07
mutual fund,ONE-VIETNAM-RA,2021-10-28,11.9359,817825715.6
mutual fund,ONE-VIETNAM-RA,2021-10-29,11.9624,820351556.39
mutual fund,ONE-VIETNAM-RA,2021-11-01,11.8921,786539125.89
mutual fund,ONE-VIETNAM-RA,2021-11-02,11.9192,788033572.77
mutual fund,ONE-VIETNAM-RA,2021-11-04,11.9334,790091125.42
mutual fund,ONE-VIETNAM-RA,2021-11-05,11.9856,793546974.12
mutual fund,ONE-VIETNAM-RA,2021-11-08,12.0281,792120080.17
mutual fund,ONE-VIETNAM-RA,2021-11-09,11.9365,772570944.79
mutual fund,ONE-VIETNAM-RA,2021-11-10,11.9313,736062611.9
mutual fund,ONE-VIETNAM-RA,2021-11-11,11.944,736365563.29
mutual fund,ONE-VIETNAM-RA,2021-11-12,11.9912,739278753.44
mutual fund,ONE-VIETNAM-RA,2021-11-15,12.0426,742846938.8
mutual fund,ONE-VIETNAM-RA,2021-11-16,11.9625,740117918.54
mutual fund,ONE-VIETNAM-RA,2021-11-17,11.9953,737365280.46
mutual fund,ONE-VIETNAM-RA,2021-11-18,11.9298,734770938.8
mutual fund,ONE-VIETNAM-RA,2021-11-19,11.7972,726597088.55
mutual fund,ONE-VIETNAM-RA,2021-11-22,11.7863,725520234.92
mutual fund,ONE-VIETNAM-RA,2021-11-23,11.9242,741059568.91
mutual fund,ONE-VIETNAM-RA,2021-11-24,12.1225,759235386.37
mutual fund,ONE-VIETNAM-RA,2021-11-25,12.2306,765978622.01
mutual fund,ONE-VIETNAM-RA,2021-11-26,12.2523,767341111.35
mutual fund,ONE-VIETNAM-RA,2021-11-29,12.1959,741618136.89
mutual fund,ONE-VIETNAM-RA,2021-11-30,12.1255,737622565.12
mutual fund,ONE-VIETNAM-RA,2021-12-01,12.1348,754266578.03
mutual fund,ONE-VIETNAM-RA,2021-12-02,12.1087,752738122.02
mutual fund,ONE-VIETNAM-RA,2021-12-03,11.782,731833064.98
mutual fund,ONE-VIETNAM-RA,2021-12-07,11.6278,726613982.19
mutual fund,ONE-VIETNAM-RA,2021-12-09,11.8385,753513944.09
mutual fund,ONE-VIETNAM-RA,2021-12-13,11.7943,762379528.71
mutual fund,ONE-VIETNAM-RA,2021-12-14,11.8042,764381861.6
mutual fund,ONE-VIETNAM-RA,2021-12-15,11.8047,765513885.52
mutual fund,ONE-VIETNAM-RA,2021-12-16,11.7835,764560315.73
mutual fund,ONE-VIETNAM-RA,2021-12-17,11.8124,766810090.8
mutual fund,ONE-VIETNAM-RA,2021-12-20,11.8501,774440837.93
mutual fund,ONE-VIETNAM-RA,2021-12-21,11.8695,775228712.59
mutual fund,ONE-VIETNAM-RA,2021-12-22,11.8631,772649548.69
mutual fund,ONE-VIETNAM-RA,2021-12-23,11.674,760295161.83
mutual fund,ONE-VIETNAM-RA,2021-12-24,11.6953,770763113.16
mutual fund,ONE-VIETNAM-RA,2021-12-27,11.8368,780090664.1
mutual fund,ONE-VIETNAM-RA,2021-12-28,11.9191,785510633.86
mutual fund,ONE-VIETNAM-RA,2021-12-29,11.8738,786290161.89
mutual fund,ONE-VIETNAM-RA,2021-12-30,11.8893,788891282.71
mutual fund,ONE-VIETNAM-RA,2022-01-04,12.1638,811618980.89
mutual fund,ONE-VIETNAM-RA,2022-01-05,12.1125,808729846.02
mutual fund,ONE-VIETNAM-RA,2022-01-06,12.1645,813636873.95
mutual fund,ONE-VIETNAM-RA,2022-01-07,12.1731,800564269.87
mutual fund,ONE-VIETNAM-RA,2022-01-10,12.0149,794702146.07
mutual fund,ONE-VIETNAM-RA,2022-01-11,11.8407,765521935.44
mutual fund,ONE-VIETNAM-RA,2022-01-12,11.9253,785775820.41
mutual fund,ONE-VIETNAM-RA,2022-01-13,11.8451,787653598.29
mutual fund,ONE-VIETNAM-RA,2022-01-14,11.8142,802374270.98
mutual fund,ONE-VIETNAM-RA,2022-01-17,11.5069,783183891.98
mutual fund,ONE-VIETNAM-RA,2022-01-18,11.3361,771559097.3
mutual fund,ONE-VIETNAM-RA,2022-01-19,11.4202,781469697.47
mutual fund,ONE-VIETNAM-RA,2022-01-20,11.4911,787609203.42
mutual fund,ONE-VIETNAM-RA,2022-01-21,11.5171,822004991.73
mutual fund,ONE-VIETNAM-RA,2022-01-24,11.2694,809115508.35
mutual fund,ONE-VIETNAM-RA,2022-01-25,11.4813,821968865.09
mutual fund,ONE-VIETNAM-RA,2022-01-26,11.5648,833584734.0
mutual fund,ONE-VIETNAM-RA,2022-01-27,11.5723,842264137.09
mutual fund,ONE-VIETNAM-RA,2022-01-28,11.5864,843429306.91
mutual fund,ONE-VIETNAM-RA,2022-01-31,11.6097,855365241.69
mutual fund,ONE-VIETNAM-RA,2022-02-01,11.5974,854462015.98
mutual fund,ONE-VIETNAM-RA,2022-02-02,11.5937,854192980.95
mutual fund,ONE-VIETNAM-RA,2022-02-03,11.5783,853058121.35
mutual fund,ONE-VIETNAM-RA,2022-02-04,11.5535,851227887.43
mutual fund,ONE-VIETNAM-RA,2022-02-07,11.6813,860642311.36
mutual fund,ONE-VIETNAM-RA,2022-02-08,11.7109,884261792.5
mutual fund,ONE-VIETNAM-RA,2022-02-09,11.7722,888660371.93
mutual fund,ONE-VIETNAM-RA,2022-02-10,11.7195,883264100.81
mutual fund,ONE-VIETNAM-RA,2022-02-11,11.7204,882983651.08
mutual fund,ONE-VIETNAM-RA,2022-02-14,11.5412,886720471.39
mutual fund,ONE-VIETNAM-RA,2022-02-15,11.6038,890922649.13
mutual fund,ONE-VIETNAM-RA,2022-02-17,11.6442,896554958.86
mutual fund,ONE-VIETNAM-RA,2022-02-18,11.6265,895693687.7
mutual fund,ONE-VIETNAM-RA,2022-02-21,11.6269,897488437.91
mutual fund,ONE-VIETNAM-RA,2022-02-22,11.6347,898091346.18
mutual fund,ONE-VIETNAM-RA,2022-02-23,11.6776,901073208.38
mutual fund,ONE-VIETNAM-RA,2022-02-24,11.6139,877320144.13
mutual fund,ONE-VIETNAM-RA,2022-02-25,11.6456,879149698.06
mutual fund,ONE-VIETNAM-RA,2022-02-28,11.6101,876343656.97
mutual fund,ONE-VIETNAM-RA,2022-03-01,11.616,901385111.23
mutual fund,ONE-VIETNAM-RA,2022-03-02,11.5493,891888102.06
mutual fund,ONE-VIETNAM-RA,2022-03-03,11.6574,898775805.19
mutual fund,ONE-VIETNAM-RA,2022-03-04,11.6794,899816814.41
mutual fund,ONE-VIETNAM-RA,2022-03-07,11.682,898664076.38
mutual fund,ONE-VIETNAM-RA,2022-03-08,11.5551,889069561.13
mutual fund,ONE-VIETNAM-RA,2022-03-09,11.5231,875927323.32
mutual fund,ONE-VIETNAM-RA,2022-03-10,11.5561,869149370.3
mutual fund,ONE-VIETNAM-RA,2022-03-11,11.4592,861669585.97
mutual fund,ONE-VIETNAM-RA,2022-03-14,11.2766,848014799.87
mutual fund,ONE-VIETNAM-RA,2022-03-15,11.3223,847266311.83
mutual fund,ONE-VIETNAM-RA,2022-03-16,11.3499,841982168.47
mutual fund,ONE-VIETNAM-RA,2022-03-17,11.3568,837754545.62
mutual fund,ONE-VIETNAM-RA,2022-03-18,11.426,843497279.57
mutual fund,ONE-VIETNAM-RA,2022-03-21,11.6352,858971985.78
mutual fund,ONE-VIETNAM-RA,2022-03-22,11.723,865643685.39
mutual fund,ONE-VIETNAM-RA,2022-03-23,11.71,858993261.05
mutual fund,ONE-VIETNAM-RA,2022-03-24,11.6745,856807579.73
mutual fund,ONE-VIETNAM-RA,2022-03-25,11.6871,857259963.32
mutual fund,ONE-VIETNAM-RA,2022-03-28,11.6655,855631534.82
mutual fund,ONE-VIETNAM-RA,2022-03-29,11.7612,862883994.8
mutual fund,ONE-VIETNAM-RA,2022-03-30,11.6872,871209212.12
mutual fund,ONE-VIETNAM-RA,2022-03-31,11.7286,874438920.01
