type,short_code,date,value,amount
mutual fund,DAOL-VIETGROWTH,2022-11-30,7.0612,105749392.72
mutual fund,DAOL-VIETGROWTH,2022-12-01,7.0417,102970044.42
mutual fund,DAOL-VIETGROWTH,2022-12-02,7.2652,118955531.51
mutual fund,DAOL-VIETGROWTH,2022-12-06,7.3005,98707183.48
mutual fund,DAOL-VIETGROWTH,2022-12-07,7.2675,98260490.17
mutual fund,DAOL-VIETGROWTH,2022-12-08,7.3341,99211690.45
mutual fund,DAOL-VIETGROWTH,2022-12-09,7.4344,100568879.99
mutual fund,DAOL-VIETGROWTH,2022-12-13,7.4169,100331875.76
mutual fund,DAOL-VIETGROWTH,2022-12-14,7.4478,100749837.41
mutual fund,DAOL-VIETGROWTH,2022-12-15,7.516,101672970.19
mutual fund,DAOL-VIETGROWTH,2022-12-16,7.4849,101107874.58
mutual fund,DAOL-VIETGROWTH,2022-12-19,7.3837,87275094.4
mutual fund,DAOL-VIETGROWTH,2022-12-20,7.2972,86266843.86
mutual fund,DAOL-VIETGROWTH,2022-12-21,7.3183,86526545.41
mutual fund,DAOL-VIETGROWTH,2022-12-22,7.3463,84702685.06
mutual fund,DAOL-VIETGROWTH,2022-12-23,7.3547,86772319.07
mutual fund,DAOL-VIETGROWTH,2022-12-27,7.2554,85601070.06
mutual fund,DAOL-VIETGROWTH,2022-12-28,7.2811,85903647.66
mutual fund,DAOL-VIETGROWTH,2022-12-29,7.2408,88367981.61
mutual fund,DAOL-VIETGROWTH,2023-01-03,7.4478,90540064.25
mutual fund,DAOL-VIETGROWTH,2023-01-04,7.4186,90185279.73
mutual fund,DAOL-VIETGROWTH,2023-01-05,7.4948,91112215.04
mutual fund,DAOL-VIETGROWTH,2023-01-06,7.4883,90630184.89
mutual fund,DAOL-VIETGROWTH,2023-01-09,7.4929,90580338.55
mutual fund,DAOL-VIETGROWTH,2023-01-10,7.4893,90537424.77
mutual fund,DAOL-VIETGROWTH,2023-01-11,7.481,89003878.87
mutual fund,DAOL-VIETGROWTH,2023-01-12,7.5105,87340955.22
mutual fund,DAOL-VIETGROWTH,2023-01-13,7.5209,87462591.98
mutual fund,DAOL-VIETGROWTH,2023-01-17,7.6726,89227279.14
mutual fund,DAOL-VIETGROWTH,2023-01-18,7.7362,89940213.24
mutual fund,DAOL-VIETGROWTH,2023-01-19,7.8091,100524616.24
mutual fund,DAOL-VIETGROWTH,2023-01-27,7.794,97065334.49
mutual fund,DAOL-VIETGROWTH,2023-01-30,7.7352,102931103.39
mutual fund,DAOL-VIETGROWTH,2023-01-31,7.8268,105197137.99
ETF,E1VFVN3001,2021-10-01 00:00:00,35.75,796358.0
ETF,E1VFVN3001,2021-10-04 00:00:00,35.75,466672.0
ETF,E1VFVN3001,2021-10-05 00:00:00,35.75,816084.0
ETF,E1VFVN3001,2021-10-06 00:00:00,36.0,1093907.0
ETF,E1VFVN3001,2021-10-07 00:00:00,36.25,949749.0
ETF,E1VFVN3001,2021-10-08 00:00:00,36.5,915742.0
ETF,E1VFVN3001,2021-10-11 00:00:00,38.0,5523230.0
ETF,E1VFVN3001,2021-10-12 00:00:00,37.75,2003788.0
ETF,E1VFVN3001,2021-10-14 00:00:00,37.25,2773642.0
ETF,E1VFVN3001,2021-10-15 00:00:00,37.5,1069230.0
ETF,E1VFVN3001,2021-10-18 00:00:00,37.75,607055.0
ETF,E1VFVN3001,2021-10-19 00:00:00,37.75,750706.0
ETF,E1VFVN3001,2021-10-20 00:00:00,37.75,805104.0
ETF,E1VFVN3001,2021-10-21 00:00:00,37.5,981863.0
ETF,E1VFVN3001,2021-10-25 00:00:00,37.0,2200950.0
ETF,E1VFVN3001,2021-10-26 00:00:00,36.5,3572170.0
ETF,E1VFVN3001,2021-10-27 00:00:00,37.5,1432528.0
ETF,E1VFVN3001,2021-10-28 00:00:00,37.5,876894.0
ETF,E1VFVN3001,2021-10-29 00:00:00,37.75,559522.0
ETF,E1VFVN3001,2021-11-01 00:00:00,37.25,769238.0
ETF,E1VFVN3001,2021-11-02 00:00:00,37.5,466275.0
ETF,E1VFVN3001,2021-11-03 00:00:00,37.5,706017.0
ETF,E1VFVN3001,2021-11-04 00:00:00,37.75,425676.0
ETF,E1VFVN3001,2021-11-05 00:00:00,37.5,216461.0
ETF,E1VFVN3001,2021-11-08 00:00:00,37.5,711696.0
ETF,E1VFVN3001,2021-11-09 00:00:00,37.5,595066.0
ETF,E1VFVN3001,2021-11-10 00:00:00,37.25,424185.0
ETF,E1VFVN3001,2021-11-11 00:00:00,37.25,1029793.0
ETF,E1VFVN3001,2021-11-12 00:00:00,37.25,1025989.0
ETF,E1VFVN3001,2021-11-15 00:00:00,37.25,353549.0
ETF,E1VFVN3001,2021-11-16 00:00:00,37.25,735002.0
ETF,E1VFVN3001,2021-11-17 00:00:00,37.25,434266.0
ETF,E1VFVN3001,2021-11-18 00:00:00,37.0,1492908.0
ETF,E1VFVN3001,2021-11-19 00:00:00,37.0,1851457.0
ETF,E1VFVN3001,2021-11-22 00:00:00,37.0,1086769.0
ETF,E1VFVN3001,2021-11-23 00:00:00,37.0,592377.0
ETF,E1VFVN3001,2021-11-24 00:00:00,38.25,5458194.0
ETF,E1VFVN3001,2021-11-25 00:00:00,38.75,1358155.0
ETF,E1VFVN3001,2021-11-26 00:00:00,38.0,3559558.0
ETF,E1VFVN3001,2021-11-29 00:00:00,38.25,4451302.0
ETF,E1VFVN3001,2021-11-30 00:00:00,37.75,2353062.0
ETF,E1VFVN3001,2021-12-01 00:00:00,38.25,2458284.0
ETF,E1VFVN3001,2021-12-02 00:00:00,38.5,1409665.0
ETF,E1VFVN3001,2021-12-03 00:00:00,37.75,2203369.0
ETF,E1VFVN3001,2021-12-07 00:00:00,37.75,4216848.0
ETF,E1VFVN3001,2021-12-08 00:00:00,37.75,4219480.0
ETF,E1VFVN3001,2021-12-09 00:00:00,37.75,1030122.0
ETF,E1VFVN3001,2021-12-13 00:00:00,37.25,3840572.0
ETF,E1VFVN3001,2021-12-14 00:00:00,37.0,1721079.0
ETF,E1VFVN3001,2021-12-15 00:00:00,37.25,382114.0
ETF,E1VFVN3001,2021-12-16 00:00:00,37.0,1735830.0
ETF,E1VFVN3001,2021-12-17 00:00:00,37.0,1109593.0
ETF,E1VFVN3001,2021-12-20 00:00:00,36.75,1401457.0
ETF,E1VFVN3001,2021-12-21 00:00:00,37.0,848520.0
ETF,E1VFVN3001,2021-12-22 00:00:00,37.0,356140.0
ETF,E1VFVN3001,2021-12-23 00:00:00,36.75,1691836.0
ETF,E1VFVN3001,2021-12-24 00:00:00,36.75,892753.0
ETF,E1VFVN3001,2021-12-27 00:00:00,37.0,768892.0
ETF,E1VFVN3001,2021-12-28 00:00:00,37.25,1851971.0
ETF,E1VFVN3001,2021-12-29 00:00:00,37.25,1164299.0
ETF,E1VFVN3001,2021-12-30 00:00:00,37.5,370725.0
ETF,E1VFVN3001,2022-01-04 00:00:00,38.25,1603193.0
ETF,E1VFVN3001,2022-01-05 00:00:00,38.0,683893.0
ETF,E1VFVN3001,2022-01-06 00:00:00,37.75,1388239.0
ETF,E1VFVN3001,2022-01-07 00:00:00,37.75,455205.0
ETF,E1VFVN3001,2022-01-10 00:00:00,37.75,974046.0
ETF,E1VFVN3001,2022-01-11 00:00:00,37.5,944050.0
ETF,E1VFVN3001,2022-01-12 00:00:00,37.5,1942272.0
ETF,E1VFVN3001,2022-01-13 00:00:00,37.5,997392.0
ETF,E1VFVN3001,2022-01-14 00:00:00,37.5,787754.0
ETF,E1VFVN3001,2022-01-17 00:00:00,36.5,4888607.0
ETF,E1VFVN3001,2022-01-18 00:00:00,36.0,4844901.0
ETF,E1VFVN3001,2022-01-19 00:00:00,36.25,5162859.0
ETF,E1VFVN3001,2022-01-20 00:00:00,36.25,1324564.0
ETF,E1VFVN3001,2022-01-21 00:00:00,36.25,814932.0
ETF,E1VFVN3001,2022-01-24 00:00:00,35.5,2015999.0
ETF,E1VFVN3001,2022-01-25 00:00:00,36.25,3489668.0
ETF,E1VFVN3001,2022-01-26 00:00:00,36.75,515608.0
ETF,E1VFVN3001,2022-01-27 00:00:00,37.0,2141158.0
ETF,E1VFVN3001,2022-01-28 00:00:00,37.0,1935510.0
ETF,E1VFVN3001,2022-01-31 00:00:00,37.25,441216.0
ETF,E1VFVN3001,2022-02-01 00:00:00,37.0,608473.0
ETF,E1VFVN3001,2022-02-02 00:00:00,37.25,323506.0
ETF,E1VFVN3001,2022-02-03 00:00:00,37.0,124693.0
ETF,E1VFVN3001,2022-02-04 00:00:00,37.25,311507.0
ETF,E1VFVN3001,2022-02-07 00:00:00,37.25,1352398.0
ETF,E1VFVN3001,2022-02-08 00:00:00,37.25,759365.0
ETF,E1VFVN3001,2022-02-09 00:00:00,37.25,966740.0
ETF,E1VFVN3001,2022-02-10 00:00:00,37.0,426720.0
ETF,E1VFVN3001,2022-02-11 00:00:00,37.0,591121.0
ETF,E1VFVN3001,2022-02-14 00:00:00,36.5,1040035.0
ETF,E1VFVN3001,2022-02-15 00:00:00,36.75,650872.0
ETF,E1VFVN3001,2022-02-17 00:00:00,36.5,328198.0
ETF,E1VFVN3001,2022-02-18 00:00:00,36.5,359659.0
ETF,E1VFVN3001,2022-02-21 00:00:00,36.5,361269.0
ETF,E1VFVN3001,2022-02-22 00:00:00,36.25,516316.0
ETF,E1VFVN3001,2022-02-23 00:00:00,36.25,297504.0
ETF,E1VFVN3001,2022-02-24 00:00:00,35.75,2390392.0
ETF,E1VFVN3001,2022-02-25 00:00:00,36.5,1322855.0
ETF,E1VFVN3001,2022-02-28 00:00:00,36.25,383964.0
ETF,E1VFVN3001,2022-03-01 00:00:00,36.5,448795.0
ETF,E1VFVN3001,2022-03-02 00:00:00,36.0,837538.0
ETF,E1VFVN3001,2022-03-03 00:00:00,36.5,1503236.0
ETF,E1VFVN3001,2022-03-04 00:00:00,36.0,381837.0
ETF,E1VFVN3001,2022-03-07 00:00:00,35.5,2846745.0
ETF,E1VFVN3001,2022-03-08 00:00:00,35.75,3757924.0
ETF,E1VFVN3001,2022-03-09 00:00:00,36.25,617731.0
ETF,E1VFVN3001,2022-03-10 00:00:00,36.25,314523.0
ETF,E1VFVN3001,2022-03-11 00:00:00,35.75,650558.0
ETF,E1VFVN3001,2022-03-14 00:00:00,35.75,277902.0
ETF,E1VFVN3001,2022-03-15 00:00:00,35.75,645195.0
ETF,E1VFVN3001,2022-03-16 00:00:00,35.75,296729.0
ETF,E1VFVN3001,2022-03-17 00:00:00,36.0,388234.0
ETF,E1VFVN3001,2022-03-18 00:00:00,35.75,396760.0
ETF,E1VFVN3001,2022-03-21 00:00:00,36.25,1499876.0
ETF,E1VFVN3001,2022-03-22 00:00:00,37.0,2250347.0
ETF,E1VFVN3001,2022-03-23 00:00:00,36.75,351804.0
ETF,E1VFVN3001,2022-03-24 00:00:00,36.5,298355.0
ETF,E1VFVN3001,2022-03-25 00:00:00,36.5,317384.0
ETF,E1VFVN3001,2022-03-28 00:00:00,36.5,268973.0
ETF,E1VFVN3001,2022-03-29 00:00:00,36.75,473732.0
ETF,E1VFVN3001,2022-03-30 00:00:00,36.75,310601.0
ETF,E1VFVN3001,2022-03-31 00:00:00,36.5,1170432.0
ETF,E1VFVN3001,2022-04-01 00:00:00,37.0,5030493.0
ETF,E1VFVN3001,2022-04-04 00:00:00,37.75,2583557.0
ETF,E1VFVN3001,2022-04-05 00:00:00,37.5,1331549.0
ETF,E1VFVN3001,2022-04-07 00:00:00,37.5,3712713.0
ETF,E1VFVN3001,2022-04-08 00:00:00,37.25,1870622.0
ETF,E1VFVN3001,2022-04-11 00:00:00,37.0,325898.0
ETF,E1VFVN3001,2022-04-12 00:00:00,37.25,1246906.0
ETF,E1VFVN3001,2022-04-18 00:00:00,36.5,784146.0
ETF,E1VFVN3001,2022-04-19 00:00:00,36.25,1173720.0
ETF,E1VFVN3001,2022-04-20 00:00:00,36.25,984620.0
ETF,E1VFVN3001,2022-04-21 00:00:00,36.0,1294050.0
ETF,E1VFVN3001,2022-04-22 00:00:00,35.75,1653176.0
ETF,E1VFVN3001,2022-04-25 00:00:00,34.5,5193359.0
ETF,E1VFVN3001,2022-04-26 00:00:00,35.25,2322973.0
ETF,E1VFVN3001,2022-04-27 00:00:00,34.75,1228362.0
ETF,E1VFVN3001,2022-04-28 00:00:00,35.0,842373.0
ETF,E1VFVN3001,2022-04-29 00:00:00,35.25,494276.0
ETF,E1VFVN3001,2022-05-03 00:00:00,35.0,501146.0
ETF,E1VFVN3001,2022-05-05 00:00:00,34.75,1237671.0
ETF,E1VFVN3001,2022-05-06 00:00:00,34.75,1041112.0
ETF,E1VFVN3001,2022-05-09 00:00:00,33.5,1889090.0
ETF,E1VFVN3001,2022-05-10 00:00:00,34.0,1445213.0
ETF,E1VFVN3001,2022-05-11 00:00:00,34.0,935248.0
ETF,E1VFVN3001,2022-05-12 00:00:00,32.5,1975630.0
ETF,E1VFVN3001,2022-05-13 00:00:00,31.5,3015470.0
ETF,E1VFVN3001,2022-05-17 00:00:00,32.0,2447275.0
ETF,E1VFVN3001,2022-05-18 00:00:00,32.5,753933.0
ETF,E1VFVN3001,2022-05-19 00:00:00,32.25,519453.0
ETF,E1VFVN3001,2022-05-20 00:00:00,32.5,1207343.0
ETF,E1VFVN3001,2022-05-23 00:00:00,31.75,2026615.0
ETF,E1VFVN3001,2022-05-24 00:00:00,31.75,1492737.0
ETF,E1VFVN3001,2022-05-25 00:00:00,32.25,1201978.0
ETF,E1VFVN3001,2022-05-26 00:00:00,32.5,1006745.0
ETF,E1VFVN3001,2022-05-27 00:00:00,33.25,807743.0
ETF,E1VFVN3001,2022-05-30 00:00:00,33.5,4563552.0
ETF,E1VFVN3001,2022-05-31 00:00:00,33.0,1409234.0
ETF,E1VFVN3001,2022-06-01 00:00:00,33.0,350076.0
ETF,E1VFVN3001,2022-06-02 00:00:00,33.0,632390.0
ETF,E1VFVN3001,2022-06-06 00:00:00,33.25,888098.0
ETF,E1VFVN3001,2022-06-07 00:00:00,32.75,681647.0
ETF,E1VFVN3001,2022-06-08 00:00:00,33.5,827298.0
ETF,E1VFVN3001,2022-06-09 00:00:00,33.75,747841.0
ETF,E1VFVN3001,2022-06-10 00:00:00,33.25,833823.0
ETF,E1VFVN3001,2022-06-13 00:00:00,32.0,1408954.0
ETF,E1VFVN3001,2022-06-14 00:00:00,32.5,480660.0
ETF,E1VFVN3001,2022-06-15 00:00:00,32.0,912339.0
ETF,E1VFVN3001,2022-06-16 00:00:00,32.0,850364.0
ETF,E1VFVN3001,2022-06-17 00:00:00,32.0,956131.0
ETF,E1VFVN3001,2022-06-20 00:00:00,32.0,320368.0
ETF,E1VFVN3001,2022-06-21 00:00:00,31.75,2491942.0
ETF,E1VFVN3001,2022-06-22 00:00:00,31.75,502648.0
ETF,E1VFVN3001,2022-06-23 00:00:00,31.75,349335.0
ETF,E1VFVN3001,2022-06-24 00:00:00,31.75,333446.0
ETF,E1VFVN3001,2022-06-27 00:00:00,32.25,475721.0
ETF,E1VFVN3001,2022-06-28 00:00:00,32.5,625457.0
ETF,E1VFVN3001,2022-06-29 00:00:00,32.5,372024.0
ETF,E1VFVN3001,2022-06-30 00:00:00,32.0,775659.0
ETF,E1VFVN3001,2022-07-01 00:00:00,32.25,484632.0
ETF,E1VFVN3001,2022-07-04 00:00:00,32.0,342646.0
ETF,E1VFVN3001,2022-07-05 00:00:00,32.0,666947.0
ETF,E1VFVN3001,2022-07-06 00:00:00,31.75,320484.0
ETF,E1VFVN3001,2022-07-07 00:00:00,32.0,771792.0
ETF,E1VFVN3001,2022-07-08 00:00:00,32.0,214042.0
ETF,E1VFVN3001,2022-07-11 00:00:00,31.75,672694.0
ETF,E1VFVN3001,2022-07-12 00:00:00,32.0,269611.0
ETF,E1VFVN3001,2022-07-14 00:00:00,31.75,424424.0
ETF,E1VFVN3001,2022-07-15 00:00:00,32.25,584704.0
ETF,E1VFVN3001,2022-07-18 00:00:00,32.25,534752.0
ETF,E1VFVN3001,2022-07-19 00:00:00,31.75,361193.0
ETF,E1VFVN3001,2022-07-20 00:00:00,32.5,804480.0
ETF,E1VFVN3001,2022-07-21 00:00:00,33.0,380360.0
ETF,E1VFVN3001,2022-07-22 00:00:00,33.0,344309.0
ETF,E1VFVN3001,2022-07-25 00:00:00,32.25,378556.0
ETF,E1VFVN3001,2022-07-26 00:00:00,32.5,301998.0
ETF,E1VFVN3001,2022-07-27 00:00:00,32.25,260655.0
ETF,E1VFVN3001,2022-08-01 00:00:00,33.0,682275.0
ETF,E1VFVN3001,2022-08-02 00:00:00,33.5,1053942.0
ETF,E1VFVN3001,2022-08-03 00:00:00,33.5,597665.0
ETF,E1VFVN3001,2022-08-04 00:00:00,33.5,654865.0
ETF,E1VFVN3001,2022-08-05 00:00:00,33.0,604401.0
ETF,E1VFVN3001,2022-08-08 00:00:00,33.25,251337.0
ETF,E1VFVN3001,2022-08-09 00:00:00,33.0,532620.0
ETF,E1VFVN3001,2022-08-10 00:00:00,32.5,528475.0
ETF,E1VFVN3001,2022-08-11 00:00:00,32.5,459825.0
ETF,E1VFVN3001,2022-08-15 00:00:00,33.25,359472.0
ETF,E1VFVN3001,2022-08-16 00:00:00,33.5,518203.0
ETF,E1VFVN3001,2022-08-17 00:00:00,33.5,304632.0
ETF,E1VFVN3001,2022-08-18 00:00:00,33.5,226290.0
ETF,E1VFVN3001,2022-08-19 00:00:00,33.5,551894.0
ETF,E1VFVN3001,2022-08-22 00:00:00,33.0,610162.0
ETF,E1VFVN3001,2022-08-23 00:00:00,33.5,396727.0
ETF,E1VFVN3001,2022-08-24 00:00:00,33.75,577791.0
ETF,E1VFVN3001,2022-08-25 00:00:00,33.75,561684.0
ETF,E1VFVN3001,2022-08-26 00:00:00,34.25,347999.0
ETF,E1VFVN3001,2022-08-29 00:00:00,34.0,938484.0
ETF,E1VFVN3001,2022-08-30 00:00:00,34.0,275964.0
ETF,E1VFVN3001,2022-08-31 00:00:00,33.75,980097.0
ETF,E1VFVN3001,2022-09-01 00:00:00,33.5,266028.0
ETF,E1VFVN3001,2022-09-02 00:00:00,33.75,200837.0
ETF,E1VFVN3001,2022-09-05 00:00:00,34.25,919414.0
ETF,E1VFVN3001,2022-09-06 00:00:00,34.5,521921.0
ETF,E1VFVN3001,2022-09-07 00:00:00,33.75,642403.0
ETF,E1VFVN3001,2022-09-08 00:00:00,33.5,747085.0
ETF,E1VFVN3001,2022-09-09 00:00:00,33.5,525551.0
ETF,E1VFVN3001,2022-09-12 00:00:00,33.75,151998.0
ETF,E1VFVN3001,2022-09-13 00:00:00,33.5,287411.0
ETF,E1VFVN3001,2022-09-14 00:00:00,33.5,192129.0
ETF,E1VFVN3001,2022-09-15 00:00:00,33.5,169422.0
ETF,E1VFVN3001,2022-09-16 00:00:00,33.0,220507.0
ETF,E1VFVN3001,2022-09-19 00:00:00,32.75,357084.0
ETF,E1VFVN3001,2022-09-20 00:00:00,32.75,193091.0
ETF,E1VFVN3001,2022-09-21 00:00:00,33.0,364004.0
ETF,E1VFVN3001,2022-09-22 00:00:00,33.0,229787.0
ETF,E1VFVN3001,2022-09-23 00:00:00,32.5,216656.0
ETF,E1VFVN3001,2022-09-26 00:00:00,32.25,706100.0
ETF,E1VFVN3001,2022-09-27 00:00:00,32.0,847218.0
ETF,E1VFVN3001,2022-09-28 00:00:00,31.5,467475.0
ETF,E1VFVN3001,2022-09-29 00:00:00,31.75,275119.0
ETF,E1VFVN3001,2022-09-30 00:00:00,31.5,1318292.0
ETF,E1VFVN3001,2022-10-03 00:00:00,30.0,2288359.0
ETF,E1VFVN3001,2022-10-04 00:00:00,30.25,1636101.0
ETF,E1VFVN3001,2022-10-05 00:00:00,30.25,1756102.0
ETF,E1VFVN3001,2022-10-06 00:00:00,29.5,3238729.0
ETF,E1VFVN3001,2022-10-07 00:00:00,28.25,3779905.0
ETF,E1VFVN3001,2022-10-10 00:00:00,28.0,1565595.0
ETF,E1VFVN3001,2022-10-11 00:00:00,27.25,1488587.0
ETF,E1VFVN3001,2022-10-12 00:00:00,28.25,1119607.0
ETF,E1VFVN3001,2022-10-17 00:00:00,28.5,1037119.0
ETF,E1VFVN3001,2022-10-18 00:00:00,28.5,2478562.0
ETF,E1VFVN3001,2022-10-19 00:00:00,28.0,1519986.0
ETF,E1VFVN3001,2022-10-20 00:00:00,28.25,923476.0
ETF,E1VFVN3001,2022-10-21 00:00:00,27.25,2712096.0
ETF,E1VFVN3001,2022-10-25 00:00:00,26.25,5384069.0
ETF,E1VFVN3001,2022-10-26 00:00:00,25.5,1761342.0
ETF,E1VFVN3001,2022-10-27 00:00:00,26.75,1360949.0
ETF,E1VFVN3001,2022-10-28 00:00:00,26.75,622343.0
ETF,E1VFVN3001,2022-10-31 00:00:00,26.5,986376.0
ETF,E1VFVN3001,2022-11-01 00:00:00,27.25,1749648.0
ETF,E1VFVN3001,2022-11-02 00:00:00,26.75,1356838.0
ETF,E1VFVN3001,2022-11-03 00:00:00,26.75,596646.0
ETF,E1VFVN3001,2022-11-04 00:00:00,26.25,4884408.0
ETF,E1VFVN3001,2022-11-07 00:00:00,25.5,7476288.0
ETF,E1VFVN3001,2022-11-08 00:00:00,25.25,5237538.0
ETF,E1VFVN3001,2022-11-09 00:00:00,24.6,4137706.0
ETF,E1VFVN3001,2022-11-10 00:00:00,23.9,5544531.0
ETF,E1VFVN3001,2022-11-11 00:00:00,23.4,8056024.0
ETF,E1VFVN3001,2022-11-14 00:00:00,22.9,3834224.0
ETF,E1VFVN3001,2022-11-15 00:00:00,22.1,5553847.0
ETF,E1VFVN3001,2022-11-16 00:00:00,23.3,8755304.0
ETF,E1VFVN3001,2022-11-17 00:00:00,24.0,4322863.0
ETF,E1VFVN3001,2022-11-18 00:00:00,23.7,3953468.0
ETF,E1VFVN3001,2022-11-21 00:00:00,23.5,1765719.0
ETF,E1VFVN3001,2022-11-22 00:00:00,23.4,5537693.0
ETF,E1VFVN3001,2022-11-23 00:00:00,23.3,1534733.0
ETF,E1VFVN3001,2022-11-24 00:00:00,23.2,2881641.0
ETF,E1VFVN3001,2022-11-25 00:00:00,23.6,1252189.0
ETF,E1VFVN3001,2022-11-28 00:00:00,24.6,4097336.0
ETF,E1VFVN3001,2022-11-29 00:00:00,25.5,4180753.0
ETF,E1VFVN3001,2022-11-30 00:00:00,25.75,3460550.0
ETF,E1VFVN3001,2022-12-01 00:00:00,25.5,2995392.0
ETF,E1VFVN3001,2022-12-02 00:00:00,26.5,2937827.0
ETF,E1VFVN3001,2022-12-06 00:00:00,26.0,5469087.0
ETF,E1VFVN3001,2022-12-07 00:00:00,26.0,1722009.0
ETF,E1VFVN3001,2022-12-08 00:00:00,27.0,3247323.0
ETF,E1VFVN3001,2022-12-09 00:00:00,26.75,1607160.0
ETF,E1VFVN3001,2022-12-13 00:00:00,26.25,3036440.0
ETF,E1VFVN3001,2022-12-14 00:00:00,26.5,2313222.0
ETF,E1VFVN3001,2022-12-15 00:00:00,26.75,1585837.0
ETF,E1VFVN3001,2022-12-16 00:00:00,26.75,1310161.0
ETF,E1VFVN3001,2022-12-19 00:00:00,26.5,1326349.0
ETF,E1VFVN3001,2022-12-20 00:00:00,25.25,3320446.0
ETF,E1VFVN3001,2022-12-21 00:00:00,25.5,1776872.0
ETF,E1VFVN3001,2022-12-22 00:00:00,25.75,779655.0
ETF,E1VFVN3001,2022-12-23 00:00:00,25.75,1110664.0
ETF,E1VFVN3001,2022-12-26 00:00:00,25.0,2394801.0
ETF,E1VFVN3001,2022-12-27 00:00:00,25.75,1914286.0
ETF,E1VFVN3001,2022-12-28 00:00:00,25.5,2740080.0
ETF,E1VFVN3001,2022-12-29 00:00:00,25.5,728536.0
ETF,E1VFVN3001,2022-12-30 00:00:00,25.5,2328669.0
ETF,E1VFVN3001,2023-01-03 00:00:00,26.0,2270647.0
ETF,E1VFVN3001,2023-01-04 00:00:00,26.0,520301.0
ETF,E1VFVN3001,2023-01-05 00:00:00,26.0,2447201.0
ETF,E1VFVN3001,2023-01-06 00:00:00,26.0,1271763.0
ETF,E1VFVN3001,2023-01-09 00:00:00,26.0,2028976.0
ETF,E1VFVN3001,2023-01-10 00:00:00,26.0,778881.0
ETF,E1VFVN3001,2023-01-11 00:00:00,26.0,1288745.0
ETF,E1VFVN3001,2023-01-12 00:00:00,26.0,721800.0
ETF,E1VFVN3001,2023-01-13 00:00:00,26.0,3778396.0
ETF,E1VFVN3001,2023-01-16 00:00:00,25.75,811593.0
ETF,E1VFVN3001,2023-01-17 00:00:00,26.25,1272643.0
ETF,E1VFVN3001,2023-01-18 00:00:00,26.75,1655265.0
ETF,E1VFVN3001,2023-01-19 00:00:00,26.75,2640095.0
ETF,E1VFVN3001,2023-01-20 00:00:00,26.25,1071251.0
ETF,E1VFVN3001,2023-01-23 00:00:00,26.5,511316.0
ETF,E1VFVN3001,2023-01-24 00:00:00,26.5,360340.0
ETF,E1VFVN3001,2023-01-25 00:00:00,26.75,602746.0
ETF,E1VFVN3001,2023-01-26 00:00:00,26.75,1357060.0
ETF,E1VFVN3001,2023-01-27 00:00:00,27.25,2400925.0
ETF,E1VFVN3001,2023-01-30 00:00:00,26.5,2115167.0
ETF,E1VFVN3001,2023-01-31 00:00:00,26.5,1171588.0
ETF,FUEVFVND01,2022-03-31 00:00:00,43.75,2766616.0
ETF,FUEVFVND01,2022-04-01 00:00:00,46.25,2733697.0
ETF,FUEVFVND01,2022-04-04 00:00:00,46.25,3523611.0
ETF,FUEVFVND01,2022-04-05 00:00:00,45.75,2717782.0
ETF,FUEVFVND01,2022-04-07 00:00:00,45.5,998326.0
ETF,FUEVFVND01,2022-04-08 00:00:00,45.0,2829865.0
ETF,FUEVFVND01,2022-04-11 00:00:00,44.5,637742.0
ETF,FUEVFVND01,2022-04-12 00:00:00,44.5,818765.0
ETF,FUEVFVND01,2022-04-18 00:00:00,44.75,565128.0
ETF,FUEVFVND01,2022-04-19 00:00:00,44.25,859503.0
ETF,FUEVFVND01,2022-04-20 00:00:00,44.0,936030.0
ETF,FUEVFVND01,2022-04-21 00:00:00,43.75,1095555.0
ETF,FUEVFVND01,2022-04-22 00:00:00,43.25,2137569.0
ETF,FUEVFVND01,2022-04-25 00:00:00,41.25,4352331.0
ETF,FUEVFVND01,2022-04-26 00:00:00,42.5,2322161.0
ETF,FUEVFVND01,2022-04-27 00:00:00,42.0,1017992.0
ETF,FUEVFVND01,2022-04-28 00:00:00,42.5,266071.0
ETF,FUEVFVND01,2022-04-29 00:00:00,42.5,457146.0
ETF,FUEVFVND01,2022-05-03 00:00:00,43.0,440834.0
ETF,FUEVFVND01,2022-05-05 00:00:00,42.5,977660.0
ETF,FUEVFVND01,2022-05-06 00:00:00,42.0,580980.0
ETF,FUEVFVND01,2022-05-09 00:00:00,40.0,2733889.0
ETF,FUEVFVND01,2022-05-10 00:00:00,41.0,5097497.0
ETF,FUEVFVND01,2022-05-11 00:00:00,41.25,649549.0
ETF,FUEVFVND01,2022-05-12 00:00:00,40.0,1303797.0
ETF,FUEVFVND01,2022-05-13 00:00:00,39.0,6609187.0
ETF,FUEVFVND01,2022-05-17 00:00:00,39.5,6152208.0
ETF,FUEVFVND01,2022-05-18 00:00:00,39.75,1396380.0
ETF,FUEVFVND01,2022-05-19 00:00:00,39.0,1469480.0
ETF,FUEVFVND01,2022-05-20 00:00:00,39.25,1425505.0
ETF,FUEVFVND01,2022-05-23 00:00:00,38.5,2281789.0
ETF,FUEVFVND01,2022-05-24 00:00:00,38.25,1902949.0
ETF,FUEVFVND01,2022-05-25 00:00:00,40.0,1431063.0
ETF,FUEVFVND01,2022-05-26 00:00:00,40.75,1283942.0
