index,date,value,amount
SET Index,2021-01-18,1510.13,23.39B
SET Index,2021-01-19,1522.59,25.10B
SET Index,2021-01-20,1515.72,27.07B
SET Index,2021-01-21,1513.51,28.67B
SET Index,2021-01-22,1497.88,29.07B
SET Index,2021-01-25,1501.62,28.57B
SET Index,2021-01-26,1512.83,28.31B
SET Index,2021-01-27,1498.13,25.23B
SET Index,2021-01-28,1468.51,28.72B
SET Index,2021-01-29,1466.98,31.25B
SET Index,2021-02-01,1478.05,27.67B
SET Index,2021-02-02,1486.25,24.14B
SET Index,2021-02-03,1481.75,25.75B
SET Index,2021-02-04,1482.98,28.31B
SET Index,2021-02-05,1496.61,26.63B
SET Index,2021-02-08,1516.43,28.60B
SET Index,2021-02-09,1518.27,28.41B
SET Index,2021-02-10,1516.94,24.50B
SET Index,2021-02-11,1508.35,24.18B
SET Index,2021-02-15,1522.72,22.87B
SET Index,2021-02-16,1523.11,21.84B
SET Index,2021-02-17,1514.91,25.66B
SET Index,2021-02-18,1511.03,25.60B
SET Index,2021-02-19,1500.51,24.58B
SET Index,2021-02-22,1478.14,26.87B
SET Index,2021-02-23,1500.61,27.15B
SET Index,2021-02-24,1491.11,30.52B
SET Index,2021-02-25,1496.78,32.00B
SET Index,2021-03-01,1500.92,25.42B
SET Index,2021-03-02,1503.36,26.94B
SET Index,2021-03-03,1543.4,30.14B
SET Index,2021-03-04,1534.11,32.48B
SET Index,2021-03-05,1544.11,34.31B
SET Index,2021-03-08,1543.76,32.69B
SET Index,2021-03-09,1550.59,29.28B
SET Index,2021-03-10,1573.05,33.70B
SET Index,2021-03-11,1575.13,29.65B
SET Index,2021-03-12,1568.19,28.41B
SET Index,2021-03-15,1565.73,27.95B
SET Index,2021-03-16,1564.03,30.54B
SET Index,2021-03-17,1566.76,28.73B
SET Index,2021-03-18,1568.82,28.03B
SET Index,2021-03-19,1563.96,29.10B
SET Index,2021-03-22,1566.36,29.53B
SET Index,2021-03-23,1564.25,32.67B
SET Index,2021-03-24,1570.83,33.46B
SET Index,2021-03-25,1571.04,35.01B
SET Index,2021-03-26,1574.86,31.34B
SET Index,2021-03-29,1583.89,27.80B
SET Index,2021-03-30,1589.53,32.59B
SET Index,2021-03-31,1587.21,25.76B
SET Index,2021-04-01,1595.12,29.16B
SET Index,2021-04-02,1596.27,28.37B
SET Index,2021-04-05,1579.66,31.34B
SET Index,2021-04-07,1556.56,37.13B
SET Index,2021-04-08,1558.83,31.94B
SET Index,2021-04-09,1566.34,30.65B
SET Index,2021-04-12,1541.12,29.45B
SET Index,2021-04-16,1548.96,28.04B
SET Index,2021-04-19,1574.91,28.84B
SET Index,2021-04-20,1580.04,29.88B
SET Index,2021-04-21,1580.01,28.07B
SET Index,2021-04-22,1568.21,30.63B
SET Index,2021-04-23,1553.59,29.52B
SET Index,2021-04-26,1559.53,32.81B
SET Index,2021-04-27,1559.23,42.21B
SET Index,2021-04-28,1576.79,33.62B
SET Index,2021-04-29,1590.46,30.96B
SET Index,2021-04-30,1583.13,32.48B
SET Index,2021-05-05,1549.22,40.51B
SET Index,2021-05-06,1571.91,31.70B
SET Index,2021-05-07,1585.03,33.15B
SET Index,2021-05-10,1588.15,32.17B
SET Index,2021-05-11,1578.93,34.31B
SET Index,2021-05-12,1571.85,34.37B
SET Index,2021-05-13,1548.13,42.72B
SET Index,2021-05-14,1549.48,34.66B
SET Index,2021-05-17,1549.16,37.82B
SET Index,2021-05-18,1566.8,33.73B
SET Index,2021-05-19,1562.24,30.51B
SET Index,2021-05-20,1554.54,32.86B
SET Index,2021-05-21,1552.44,36.97B
SET Index,2021-05-24,1551.85,38.52B
SET Index,2021-05-25,1568.58,29.07B
SET Index,2021-05-27,1582.96,34.43B
SET Index,2021-05-28,1581.98,31.99B
SET Index,2021-05-31,1593.59,32.40B
SET Index,2021-06-01,1618.59,37.16B
SET Index,2021-06-02,1617.55,33.30B
SET Index,2021-06-04,1611.53,32.55B
SET Index,2021-06-07,1612.59,32.50B
SET Index,2021-06-08,1612.88,35.12B
SET Index,2021-06-09,1626.27,31.02B
SET Index,2021-06-10,1625.27,33.01B
SET Index,2021-06-11,1636.56,36.28B
SET Index,2021-06-14,1633.06,29.70B
SET Index,2021-06-15,1622.31,28.63B
SET Index,2021-06-16,1624.79,28.85B
SET Index,2021-06-17,1617.65,30.57B
SET Index,2021-06-18,1612.98,30.19B
SET Index,2021-06-21,1601.13,29.11B
SET Index,2021-06-22,1599.23,25.72B
SET Index,2021-06-23,1592.08,25.90B
SET Index,2021-06-24,1585.72,28.60B
SET Index,2021-06-25,1582.67,22.02B
SET Index,2021-06-28,1579.17,23.08B
SET Index,2021-06-29,1591.43,24.06B
SET Index,2021-06-30,1587.79,26.23B
SET Index,2021-07-01,1593.75,26.16B
SET Index,2021-07-02,1578.49,25.87B
SET Index,2021-07-05,1579.28,21.23B
SET Index,2021-07-06,1591.43,20.97B
SET Index,2021-07-07,1576.6,27.53B
SET Index,2021-07-08,1543.67,33.54B
SET Index,2021-07-09,1552.09,30.36B
SET Index,2021-07-12,1549.84,23.47B
SET Index,2021-07-13,1570.99,24.58B
SET Index,2021-07-14,1569.7,23.02B
SET Index,2021-07-15,1572.01,26.75B
SET Index,2021-07-16,1574.37,26.01B
SET Index,2021-07-19,1556.01,21.90B
SET Index,2021-07-20,1538.86,28.48B
SET Index,2021-07-21,1540.88,25.32B
SET Index,2021-07-22,1552.36,23.50B
SET Index,2021-07-23,1545.1,22.04B
SET Index,2021-07-27,1537.63,23.04B
SET Index,2021-07-29,1537.78,25.63B
SET Index,2021-07-30,1521.92,32.14B
SET Index,2021-08-02,1525.11,23.06B
SET Index,2021-08-03,1540.51,24.19B
SET Index,2021-08-04,1545.86,26.31B
SET Index,2021-08-05,1527.66,36.32B
SET Index,2021-08-06,1521.72,32.04B
SET Index,2021-08-09,1540.19,28.91B
SET Index,2021-08-10,1542.62,33.08B
SET Index,2021-08-11,1532.71,35.07B
SET Index,2021-08-13,1528.32,30.99B
SET Index,2021-08-16,1531.24,32.27B
SET Index,2021-08-17,1544.22,30.32B
SET Index,2021-08-18,1551.87,29.28B
SET Index,2021-08-19,1544.28,31.45B
SET Index,2021-08-20,1553.18,31.18B
SET Index,2021-08-23,1582.07,34.18B
SET Index,2021-08-24,1586.98,30.83B
SET Index,2021-08-25,1600.49,32.49B
SET Index,2021-08-26,1601.91,30.37B
SET Index,2021-08-27,1611.2,36.61B
SET Index,2021-08-30,1633.77,33.03B
SET Index,2021-08-31,1638.75,35.86B
SET Index,2021-09-01,1634.48,45.60B
SET Index,2021-09-02,1647.75,37.35B
SET Index,2021-09-03,1650.33,33.49B
SET Index,2021-09-06,1648.37,36.39B
SET Index,2021-09-07,1636.45,38.51B
SET Index,2021-09-08,1640.45,36.30B
SET Index,2021-09-09,1629.12,38.15B
SET Index,2021-09-10,1635.35,36.65B
SET Index,2021-09-13,1633.76,42.53B
SET Index,2021-09-14,1623.84,34.98B
SET Index,2021-09-15,1628.04,30.07B
SET Index,2021-09-16,1631.7,31.41B
SET Index,2021-09-17,1625.65,34.86B
SET Index,2021-09-20,1603.06,32.48B
SET Index,2021-09-21,1614.86,33.67B
SET Index,2021-09-22,1619.59,36.45B
SET Index,2021-09-23,1631.15,43.83B
SET Index,2021-09-27,1620.02,45.72B
SET Index,2021-09-28,1616.5,39.32B
SET Index,2021-09-29,1616.98,32.43B
SET Index,2021-09-30,1605.68,34.58B
SET Index,2021-10-01,1605.17,30.35B
SET Index,2021-10-04,1614.48,29.83B
SET Index,2021-10-05,1624.24,32.67B
SET Index,2021-10-06,1619.48,34.58B
SET Index,2021-10-07,1633.72,33.37B
SET Index,2021-10-08,1639.41,30.14B
SET Index,2021-10-11,1633.44,31.47B
SET Index,2021-10-12,1643.64,31.18B
SET Index,2021-10-14,1640.97,32.57B
SET Index,2021-10-15,1638.34,33.00B
SET Index,2021-10-18,1643.92,30.42B
SET Index,2021-10-19,1630.39,36.15B
SET Index,2021-10-20,1637.55,28.17B
SET Index,2021-10-21,1643.42,27.24B
SET Index,2021-10-25,1634.2,25.65B
SET Index,2021-10-26,1635.97,29.43B
SET Index,2021-10-27,1627.61,27.68B
SET Index,2021-10-28,1624.31,28.59B
SET Index,2021-10-29,1623.43,26.23B
SET Index,2021-11-01,1613.78,28.46B
SET Index,2021-11-02,1617.89,28.89B
SET Index,2021-11-03,1611.92,32.05B
SET Index,2021-11-04,1626.27,30.11B
SET Index,2021-11-05,1626.22,23.06B
SET Index,2021-11-08,1626.13,29.48B
SET Index,2021-11-09,1631.69,25.11B
SET Index,2021-11-10,1630.47,25.12B
SET Index,2021-11-11,1632.44,25.78B
SET Index,2021-11-12,1633.94,24.89B
SET Index,2021-11-15,1638.73,24.57B
SET Index,2021-11-16,1644.01,27.47B
SET Index,2021-11-17,1644.6,26.61B
SET Index,2021-11-18,1651.02,30.37B
SET Index,2021-11-19,1645.06,39.41B
SET Index,2021-11-22,1649.54,28.41B
SET Index,2021-11-23,1646.42,27.81B
SET Index,2021-11-24,1649.82,28.57B
SET Index,2021-11-25,1648.46,22.82B
SET Index,2021-11-26,1610.61,38.13B
SET Index,2021-11-29,1589.69,33.56B
SET Index,2021-11-30,1568.69,38.76B
SET Index,2021-12-01,1590.81,31.10B
SET Index,2021-12-02,1591.84,24.10B
SET Index,2021-12-03,1588.19,23.38B
SET Index,2021-12-07,1609.28,28.23B
SET Index,2021-12-08,1618.36,25.53B
SET Index,2021-12-09,1618.23,28.29B
SET Index,2021-12-13,1625.83,28.23B
SET Index,2021-12-14,1630.64,24.96B
SET Index,2021-12-15,1623.66,25.49B
SET Index,2021-12-16,1645.32,29.06B
SET Index,2021-12-17,1641.73,26.96B
SET Index,2021-12-20,1615.8,28.64B
SET Index,2021-12-21,1622.25,29.25B
SET Index,2021-12-22,1626.79,22.07B
SET Index,2021-12-23,1641.47,24.44B
SET Index,2021-12-24,1637.22,21.13B
SET Index,2021-12-27,1636.5,20.52B
SET Index,2021-12-28,1641.52,25.10B
SET Index,2021-12-29,1653.33,24.68B
SET Index,2021-12-30,1657.62,21.31B
SET Index,2022-01-04,1670.28,28.68B
SET Index,2022-01-05,1676.79,27.93B
SET Index,2022-01-06,1653.03,30.73B
SET Index,2022-01-07,1657.62,28.60B
SET Index,2022-01-10,1657.06,27.66B
SET Index,2022-01-11,1667.12,26.93B
SET Index,2022-01-12,1678.5,30.67B
SET Index,2022-01-13,1680.02,32.23B
SET Index,2022-01-14,1672.63,46.66B
SET Index,2022-01-17,1676.87,31.13B
SET Index,2022-01-18,1660.27,42.96B
SET Index,2022-01-19,1658.24,37.43B
SET Index,2022-01-20,1656.96,29.79B
SET Index,2022-01-21,1652.73,29.88B
SET Index,2022-01-24,1640.54,29.12B
SET Index,2022-01-25,1639.09,31.20B
SET Index,2022-01-26,1643.44,27.52B
SET Index,2022-01-27,1634.17,33.19B
SET Index,2022-01-28,1639.51,24.20B
SET Index,2022-01-31,1648.81,21.18B
SET Index,2022-02-01,1661.75,19.92B
SET Index,2022-02-02,1667.75,21.22B
SET Index,2022-02-03,1669.05,24.64B
SET Index,2022-02-04,1674.22,22.36B
SET Index,2022-02-07,1677.24,25.30B
SET Index,2022-02-08,1684.23,26.72B
SET Index,2022-02-09,1703.16,37.48B
SET Index,2022-02-10,1703.0,29.01B
SET Index,2022-02-11,1699.2,28.50B
SET Index,2022-02-14,1684.69,30.71B
SET Index,2022-02-15,1701.45,29.60B
SET Index,2022-02-17,1711.58,27.67B
SET Index,2022-02-18,1713.2,28.70B
SET Index,2022-02-21,1694.32,28.47B
SET Index,2022-02-22,1691.12,29.18B
SET Index,2022-02-23,1696.45,28.81B
SET Index,2022-02-24,1662.72,39.61B
SET Index,2022-02-25,1679.9,27.64B
SET Index,2022-02-28,1685.18,27.86B
SET Index,2022-03-01,1694.28,27.58B
SET Index,2022-03-02,1689.81,27.83B
SET Index,2022-03-03,1696.08,29.94B
SET Index,2022-03-04,1671.72,29.75B
SET Index,2022-03-07,1626.7,31.73B
SET Index,2022-03-08,1619.1,42.49B
SET Index,2022-03-09,1643.64,34.13B
SET Index,2022-03-10,1647.08,30.28B
SET Index,2022-03-11,1658.01,29.53B
SET Index,2022-03-14,1660.15,24.67B
SET Index,2022-03-15,1644.36,27.11B
SET Index,2022-03-16,1667.92,27.37B
SET Index,2022-03-17,1681.76,32.97B
SET Index,2022-03-18,1678.51,26.90B
SET Index,2022-03-21,1673.87,25.86B
SET Index,2022-03-22,1677.87,27.10B
SET Index,2022-03-23,1677.95,24.14B
SET Index,2022-03-24,1680.89,24.81B
SET Index,2022-03-25,1676.8,24.32B
SET Index,2022-03-28,1684.3,21.91B
SET Index,2022-03-29,1689.74,25.42B
SET Index,2022-03-30,1698.4,30.46B
SET Index,2022-03-31,1695.24,24.39B
SET Index,2022-04-01,1701.31,23.98B
SET Index,2022-04-04,1702.93,23.36B
SET Index,2022-04-05,1701.18,20.07B
SET Index,2022-04-07,1682.41,26.97B
SET Index,2022-04-08,1686.0,24.66B
SET Index,2022-04-11,1678.46,22.08B
SET Index,2022-04-12,1674.34,19.13B
SET Index,2022-04-18,1668.06,18.48B
SET Index,2022-04-19,1675.62,23.51B
SET Index,2022-04-20,1680.35,21.36B
SET Index,2022-04-21,1690.55,22.95B
SET Index,2022-04-22,1690.59,23.21B
SET Index,2022-04-25,1675.33,20.90B
SET Index,2022-04-26,1668.97,25.79B
SET Index,2022-04-27,1661.89,23.88B
SET Index,2022-04-28,1667.74,22.36B
SET Index,2022-04-29,1667.44,23.65B
SET Index,2022-05-03,1652.29,21.16B
SET Index,2022-05-05,1643.3,23.02B
SET Index,2022-05-06,1629.58,23.54B
SET Index,2022-05-09,1604.49,19.77B
SET Index,2022-05-10,1622.78,24.36B
SET Index,2022-05-11,1613.34,23.11B
SET Index,2022-05-12,1584.52,25.34B
SET Index,2022-05-13,1584.38,22.38B
SET Index,2022-05-17,1614.49,23.12B
SET Index,2022-05-18,1620.33,22.16B
SET Index,2022-05-19,1605.98,20.99B
SET Index,2022-05-20,1622.95,21.20B
SET Index,2022-05-23,1635.28,20.39B
SET Index,2022-05-24,1626.23,20.33B
SET Index,2022-05-25,1625.18,22.68B
SET Index,2022-05-26,1633.73,20.78B
SET Index,2022-05-27,1638.75,22.71B
SET Index,2022-05-30,1653.61,20.22B
SET Index,2022-05-31,1663.41,20.44B
SET Index,2022-06-01,1660.01,20.84B
SET Index,2022-06-02,1647.67,17.43B
SET Index,2022-06-06,1646.08,18.68B
SET Index,2022-06-07,1631.92,19.66B
SET Index,2022-06-08,1636.89,17.89B
SET Index,2022-06-09,1641.34,23.56B
SET Index,2022-06-10,1632.62,18.74B
SET Index,2022-06-13,1600.06,20.53B
SET Index,2022-06-14,1603.03,19.92B
SET Index,2022-06-15,1593.54,20.18B
SET Index,2022-06-16,1561.1,25.52B
SET Index,2022-06-17,1559.39,24.54B
SET Index,2022-06-20,1559.21,17.76B
SET Index,2022-06-21,1574.52,18.17B
SET Index,2022-06-22,1560.02,21.19B
SET Index,2022-06-23,1557.61,20.65B
SET Index,2022-06-24,1568.76,17.72B
SET Index,2022-06-27,1580.2,18.80B
SET Index,2022-06-28,1594.47,20.03B
SET Index,2022-06-29,1586.18,18.56B
SET Index,2022-06-30,1568.33,20.89B
SET Index,2022-07-01,1572.67,14.99B
SET Index,2022-07-04,1560.27,18.96B
SET Index,2022-07-05,1541.3,21.99B
SET Index,2022-07-06,1541.79,22.72B
SET Index,2022-07-07,1562.37,19.08B
SET Index,2022-07-08,1557.87,18.40B
SET Index,2022-07-11,1557.4,15.00B
SET Index,2022-07-12,1546.8,16.79B
SET Index,2022-07-14,1536.82,18.71B
SET Index,2022-07-15,1533.37,20.25B
SET Index,2022-07-18,1544.81,16.02B
SET Index,2022-07-19,1533.43,18.03B
SET Index,2022-07-20,1539.32,18.17B
SET Index,2022-07-21,1546.31,18.70B
SET Index,2022-07-22,1552.73,19.22B
SET Index,2022-07-25,1560.31,18.21B
SET Index,2022-07-26,1553.18,15.76B
SET Index,2022-07-27,1576.41,17.37B
SET Index,2022-08-01,1593.24,20.09B
SET Index,2022-08-02,1589.16,18.21B
SET Index,2022-08-03,1594.73,16.14B
SET Index,2022-08-04,1598.75,19.75B
SET Index,2022-08-05,1601.09,15.87B
SET Index,2022-08-08,1608.87,18.26B
SET Index,2022-08-09,1618.8,18.47B
SET Index,2022-08-10,1617.21,17.86B
SET Index,2022-08-11,1622.26,20.05B
SET Index,2022-08-15,1625.25,17.41B
SET Index,2022-08-16,1629.95,19.88B
SET Index,2022-08-17,1639.72,18.87B
SET Index,2022-08-18,1636.07,16.54B
SET Index,2022-08-19,1625.92,19.30B
SET Index,2022-08-22,1615.82,15.76B
SET Index,2022-08-23,1633.57,19.30B
SET Index,2022-08-24,1631.55,23.64B
SET Index,2022-08-25,1643.52,19.63B
SET Index,2022-08-26,1644.78,20.05B
SET Index,2022-08-29,1626.52,20.46B
SET Index,2022-08-30,1639.45,20.98B
SET Index,2022-08-31,1638.93,26.63B
SET Index,2022-09-01,1621.95,24.51B
SET Index,2022-09-02,1622.15,21.53B
SET Index,2022-09-05,1622.0,19.77B
SET Index,2022-09-06,1633.87,20.48B
SET Index,2022-09-07,1639.92,21.69B
SET Index,2022-09-08,1640.0,21.33B
SET Index,2022-09-09,1654.62,18.18B
SET Index,2022-09-12,1665.74,14.79B
SET Index,2022-09-13,1661.09,18.76B
SET Index,2022-09-14,1656.58,18.85B
SET Index,2022-09-15,1642.33,21.67B
SET Index,2022-09-16,1630.4,20.85B
SET Index,2022-09-19,1631.57,17.22B
SET Index,2022-09-20,1638.59,18.34B
SET Index,2022-09-21,1633.45,17.74B
SET Index,2022-09-22,1645.29,18.80B
SET Index,2022-09-23,1631.71,15.92B
SET Index,2022-09-26,1621.25,17.65B
SET Index,2022-09-27,1610.58,22.79B
SET Index,2022-09-28,1599.23,19.58B
SET Index,2022-09-29,1592.37,23.19B
SET Index,2022-09-30,1589.51,18.37B
SET Index,2022-10-03,1558.05,20.78B
SET Index,2022-10-04,1578.0,18.04B
SET Index,2022-10-05,1580.27,18.90B
SET Index,2022-10-06,1589.18,17.37B
SET Index,2022-10-07,1579.66,15.89B
SET Index,2022-10-10,1570.57,14.89B
SET Index,2022-10-11,1562.68,15.98B
SET Index,2022-10-12,1560.78,17.41B
SET Index,2022-10-17,1571.4,15.21B
SET Index,2022-10-18,1590.36,17.64B
SET Index,2022-10-19,1588.72,15.21B
SET Index,2022-10-20,1592.73,19.58B
SET Index,2022-10-21,1591.32,16.49B
SET Index,2022-10-25,1600.66,16.99B
SET Index,2022-10-26,1596.46,19.36B
SET Index,2022-10-27,1602.33,20.87B
SET Index,2022-10-28,1606.07,20.33B
SET Index,2022-10-31,1608.76,17.71B
SET Index,2022-11-01,1625.73,22.90B
SET Index,2022-11-02,1625.02,18.44B
SET Index,2022-11-03,1625.62,18.42B
SET Index,2022-11-04,1626.32,23.47B
SET Index,2022-11-07,1623.57,23.79B
SET Index,2022-11-08,1632.61,17.23B
SET Index,2022-11-09,1622.45,19.96B
SET Index,2022-11-10,1619.23,18.48B
SET Index,2022-11-11,1637.29,24.39B
SET Index,2022-11-14,1623.38,23.03B
SET Index,2022-11-15,1629.38,20.62B
SET Index,2022-11-16,1619.98,17.49B
SET Index,2022-11-17,1614.95,17.07B
SET Index,2022-11-18,1617.38,17.43B
SET Index,2022-11-21,1618.86,14.85B
SET Index,2022-11-22,1615.33,18.10B
SET Index,2022-11-23,1624.4,15.65B
SET Index,2022-11-24,1624.96,13.45B
SET Index,2022-11-25,1620.84,11.01B
SET Index,2022-11-28,1616.91,13.00B
SET Index,2022-11-29,1624.39,16.18B
SET Index,2022-11-30,1635.36,17.50B
SET Index,2022-12-01,1648.44,18.84B
SET Index,2022-12-02,1641.63,14.67B
SET Index,2022-12-06,1632.97,14.65B
SET Index,2022-12-07,1622.28,17.01B
SET Index,2022-12-08,1620.49,11.65B
SET Index,2022-12-09,1623.13,12.34B
SET Index,2022-12-13,1625.91,12.70B
SET Index,2022-12-14,1633.36,14.17B
SET Index,2022-12-15,1620.28,16.64B
SET Index,2022-12-16,1619.01,15.68B
SET Index,2022-12-19,1618.2,13.00B
SET Index,2022-12-20,1604.44,15.76B
SET Index,2022-12-21,1609.94,12.42B
SET Index,2022-12-22,1616.67,10.51B
SET Index,2022-12-23,1617.55,11.99B
SET Index,2022-12-26,1626.8,7.14B
SET Index,2022-12-27,1643.16,11.29B
SET Index,2022-12-28,1647.28,13.31B
SET Index,2022-12-29,1661.2,13.11B
SET Index,2022-12-30,1668.66,13.65B
SET Index,2023-01-03,1678.97,11.90B
SET Index,2023-01-04,1673.25,17.41B
SET Index,2023-01-05,1663.86,18.17B
SET Index,2023-01-06,1673.86,16.40B
SET Index,2023-01-09,1691.12,16.83B
SET Index,2023-01-10,1691.41,15.56B
SET Index,2023-01-11,1685.75,17.83B
SET Index,2023-01-12,1687.45,16.72B
SET Index,2023-01-13,1681.73,20.67B
SET Index,2023-01-16,1684.86,17.63B
SET Index,2023-01-17,1681.04,14.22B
SET Index,2023-01-18,1685.44,15.09B
SET Index,2023-01-19,1688.48,15.82B
SET Index,2023-01-20,1677.25,18.60B
